clean_sector,clean_region,year,quarter,frequency,raw_variable,value,source_file,date
Accommodation & Food Services,Singapore / Total,2023,4,quarterly,      Food & Beverage Services,0.0,gdp_contribution_to_growth_by_industry.csv,2023-12-31
Accommodation & Food Services,Singapore / Total,2023,4,quarterly,      Food & Beverage Services,5326.3,gdp_current_prices_by_industry.csv,2023-12-31
Accommodation & Food Services,Singapore / Total,2023,4,quarterly,      Food & Beverage Services,121.1,gdp_deflators_by_industry_annually.csv,2023-12-31
Accommodation & Food Services,Singapore / Total,2023,4,quarterly,      Food & Beverage Services,122.7,gdp_deflators_by_industry_quarterly.csv,2023-12-31
Accommodation & Food Services,Singapore / Total,2023,4,quarterly,  Food & Beverage,3977.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2023-12-31
Accommodation & Food Services,Singapore / Total,2024,1,quarterly,      Food & Beverage Services,300.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2024-03-31
Accommodation & Food Services,Singapore / Total,2024,1,quarterly,      Food & Beverage Services,124.0,gdp_deflators_by_industry_quarterly.csv,2024-03-31
Accommodation & Food Services,Singapore / Total,2024,1,quarterly,  Food & Beverage,1103.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2024-03-31
Accommodation & Food Services,Singapore / Total,2024,2,quarterly,      Food & Beverage Services,200.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2024-06-30
Accommodation & Food Services,Singapore / Total,2024,2,quarterly,      Food & Beverage Services,125.5,gdp_deflators_by_industry_quarterly.csv,2024-06-30
Accommodation & Food Services,Singapore / Total,2024,2,quarterly,  Food & Beverage,2051.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2024-06-30
Accommodation & Food Services,Singapore / Total,2024,3,quarterly,      Food & Beverage Services,1200.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2024-09-30
Accommodation & Food Services,Singapore / Total,2024,3,quarterly,      Food & Beverage Services,125.9,gdp_deflators_by_industry_quarterly.csv,2024-09-30
Accommodation & Food Services,Singapore / Total,2024,3,quarterly,  Food & Beverage,3192.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2024-09-30
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,      Food & Beverage Services,400.0,DOS_Employment_Change_By_Sector_Annual.csv,2024-12-31
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,      Food & Beverage Services,-1400.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2024-12-31
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,      Food & Beverage Services,0.0,gdp_contribution_to_growth_by_industry.csv,2024-12-31
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,      Food & Beverage Services,5472.6,gdp_current_prices_by_industry.csv,2024-12-31
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,      Food & Beverage Services,125.5,gdp_deflators_by_industry_annually.csv,2024-12-31
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,      Food & Beverage Services,126.7,gdp_deflators_by_industry_quarterly.csv,2024-12-31
Accommodation & Food Services,Singapore / Total,2024,4,quarterly,  Food & Beverage,4269.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2024-12-31
Accommodation & Food Services,Singapore / Total,2025,1,quarterly,      Food & Beverage Services,-100.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2025-03-31
Accommodation & Food Services,Singapore / Total,2025,1,quarterly,      Food & Beverage Services,125.2,gdp_deflators_by_industry_quarterly.csv,2025-03-31
Accommodation & Food Services,Singapore / Total,2025,1,quarterly,  Food & Beverage,1259.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2025-03-31
Accommodation & Food Services,Singapore / Total,2025,2,quarterly,      Food & Beverage Services,-1200.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2025-06-30
Accommodation & Food Services,Singapore / Total,2025,2,quarterly,      Food & Beverage Services,126.9,gdp_deflators_by_industry_quarterly.csv,2025-06-30
Accommodation & Food Services,Singapore / Total,2025,2,quarterly,  Food & Beverage,2380.0,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2025-06-30
Accommodation & Food Services,Singapore / Total,2025,3,quarterly,      Food & Beverage Services,300.0,DOS_Employment_Change_By_Sector_Quarterly.csv,2025-09-30
Accommodation & Food Services,Singapore / Total,2025,3,quarterly,      Food & Beverage Services,127.6,gdp_deflators_by_industry_quarterly.csv,2025-09-30
Admin & Support Services,Singapore / Total,2010,1,quarterly,      Administrative & Support Services,89.1,gdp_deflators_by_industry_quarterly.csv,2010-03-31
Admin & Support Services,Singapore / Total,2010,1,quarterly,      Public Administration & Defence,82.0,gdp_deflators_by_industry_quarterly.csv,2010-03-31
Admin & Support Services,Singapore / Total,2010,2,quarterly,      Administrative & Support Services,89.9,gdp_deflators_by_industry_quarterly.csv,2010-06-30
Admin & Support Services,Singapore / Total,2010,2,quarterly,      Public Administration & Defence,63.4,gdp_deflators_by_industry_quarterly.csv,2010-06-30
Admin & Support Services,Singapore / Total,2010,3,quarterly,      Administrative & Support Services,92.5,gdp_deflators_by_industry_quarterly.csv,2010-09-30
Admin & Support Services,Singapore / Total,2010,3,quarterly,      Public Administration & Defence,69.3,gdp_deflators_by_industry_quarterly.csv,2010-09-30
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Administrative & Support Services,0.4,gdp_contribution_to_growth_by_industry.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Public Administration & Defence,0.1,gdp_contribution_to_growth_by_industry.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Administrative & Support Services,9679.3,gdp_current_prices_by_industry.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Public Administration & Defence,7384.4,gdp_current_prices_by_industry.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Administrative & Support Services,92.4,gdp_deflators_by_industry_annually.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Public Administration & Defence,76.1,gdp_deflators_by_industry_annually.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Administrative & Support Services,97.9,gdp_deflators_by_industry_quarterly.csv,2010-12-31
Admin & Support Services,Singapore / Total,2010,4,quarterly,      Public Administration & Defence,89.4,gdp_deflators_by_industry_quarterly.csv,2010-12-31
Admin & Support Services,Singapore / Total,2011,1,quarterly,      Administrative & Support Services,92.2,gdp_deflators_by_industry_quarterly.csv,2011-03-31
Admin & Support Services,Singapore / Total,2011,1,quarterly,      Public Administration & Defence,106.9,gdp_deflators_by_industry_quarterly.csv,2011-03-31
Admin & Support Services,Singapore / Total,2011,2,quarterly,      Administrative & Support Services,88.5,gdp_deflators_by_industry_quarterly.csv,2011-06-30
Admin & Support Services,Singapore / Total,2011,2,quarterly,      Public Administration & Defence,67.5,gdp_deflators_by_industry_quarterly.csv,2011-06-30
Admin & Support Services,Singapore / Total,2011,3,quarterly,      Administrative & Support Services,89.1,gdp_deflators_by_industry_quarterly.csv,2011-09-30
Admin & Support Services,Singapore / Total,2011,3,quarterly,      Public Administration & Defence,69.8,gdp_deflators_by_industry_quarterly.csv,2011-09-30
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Administrative & Support Services,0.7,gdp_contribution_to_growth_by_industry.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Public Administration & Defence,0.0,gdp_contribution_to_growth_by_industry.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Administrative & Support Services,11736.2,gdp_current_prices_by_industry.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Public Administration & Defence,8062.9,gdp_current_prices_by_industry.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Administrative & Support Services,90.9,gdp_deflators_by_industry_annually.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Public Administration & Defence,82.9,gdp_deflators_by_industry_annually.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Administrative & Support Services,93.7,gdp_deflators_by_industry_quarterly.csv,2011-12-31
Admin & Support Services,Singapore / Total,2011,4,quarterly,      Public Administration & Defence,86.7,gdp_deflators_by_industry_quarterly.csv,2011-12-31
Admin & Support Services,Singapore / Total,2012,1,quarterly,      Administrative & Support Services,94.7,gdp_deflators_by_industry_quarterly.csv,2012-03-31
Admin & Support Services,Singapore / Total,2012,1,quarterly,      Public Administration & Defence,92.3,gdp_deflators_by_industry_quarterly.csv,2012-03-31
Admin & Support Services,Singapore / Total,2012,2,quarterly,      Administrative & Support Services,90.5,gdp_deflators_by_industry_quarterly.csv,2012-06-30
Admin & Support Services,Singapore / Total,2012,2,quarterly,      Public Administration & Defence,66.8,gdp_deflators_by_industry_quarterly.csv,2012-06-30
Admin & Support Services,Singapore / Total,2012,3,quarterly,      Administrative & Support Services,92.5,gdp_deflators_by_industry_quarterly.csv,2012-09-30
Admin & Support Services,Singapore / Total,2012,3,quarterly,      Public Administration & Defence,73.9,gdp_deflators_by_industry_quarterly.csv,2012-09-30
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Administrative & Support Services,0.2,gdp_contribution_to_growth_by_industry.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Public Administration & Defence,0.1,gdp_contribution_to_growth_by_industry.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Administrative & Support Services,12922.3,gdp_current_prices_by_industry.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Public Administration & Defence,8187.4,gdp_current_prices_by_industry.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Administrative & Support Services,93.8,gdp_deflators_by_industry_annually.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Public Administration & Defence,82.1,gdp_deflators_by_industry_annually.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Administrative & Support Services,97.8,gdp_deflators_by_industry_quarterly.csv,2012-12-31
Admin & Support Services,Singapore / Total,2012,4,quarterly,      Public Administration & Defence,94.7,gdp_deflators_by_industry_quarterly.csv,2012-12-31
Admin & Support Services,Singapore / Total,2013,1,quarterly,      Administrative & Support Services,97.9,gdp_deflators_by_industry_quarterly.csv,2013-03-31
Admin & Support Services,Singapore / Total,2013,1,quarterly,      Public Administration & Defence,101.6,gdp_deflators_by_industry_quarterly.csv,2013-03-31
Admin & Support Services,Singapore / Total,2013,2,quarterly,      Administrative & Support Services,92.2,gdp_deflators_by_industry_quarterly.csv,2013-06-30
Admin & Support Services,Singapore / Total,2013,2,quarterly,      Public Administration & Defence,77.7,gdp_deflators_by_industry_quarterly.csv,2013-06-30
Admin & Support Services,Singapore / Total,2013,3,quarterly,      Administrative & Support Services,91.9,gdp_deflators_by_industry_quarterly.csv,2013-09-30
Admin & Support Services,Singapore / Total,2013,3,quarterly,      Public Administration & Defence,83.5,gdp_deflators_by_industry_quarterly.csv,2013-09-30
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Administrative & Support Services,0.3,gdp_contribution_to_growth_by_industry.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Public Administration & Defence,0.0,gdp_contribution_to_growth_by_industry.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Administrative & Support Services,14391.4,gdp_current_prices_by_industry.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Public Administration & Defence,9243.7,gdp_current_prices_by_industry.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Administrative & Support Services,95.3,gdp_deflators_by_industry_annually.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Public Administration & Defence,91.6,gdp_deflators_by_industry_annually.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Administrative & Support Services,99.4,gdp_deflators_by_industry_quarterly.csv,2013-12-31
Admin & Support Services,Singapore / Total,2013,4,quarterly,      Public Administration & Defence,103.6,gdp_deflators_by_industry_quarterly.csv,2013-12-31
Admin & Support Services,Singapore / Total,2014,1,quarterly,      Administrative & Support Services,101.3,gdp_deflators_by_industry_quarterly.csv,2014-03-31
Admin & Support Services,Singapore / Total,2014,1,quarterly,      Public Administration & Defence,109.3,gdp_deflators_by_industry_quarterly.csv,2014-03-31
Admin & Support Services,Singapore / Total,2014,2,quarterly,      Administrative & Support Services,95.1,gdp_deflators_by_industry_quarterly.csv,2014-06-30
Admin & Support Services,Singapore / Total,2014,2,quarterly,      Public Administration & Defence,74.5,gdp_deflators_by_industry_quarterly.csv,2014-06-30
Admin & Support Services,Singapore / Total,2014,3,quarterly,      Administrative & Support Services,94.5,gdp_deflators_by_industry_quarterly.csv,2014-09-30
Admin & Support Services,Singapore / Total,2014,3,quarterly,      Public Administration & Defence,88.5,gdp_deflators_by_industry_quarterly.csv,2014-09-30
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Administrative & Support Services,0.4,gdp_contribution_to_growth_by_industry.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Public Administration & Defence,0.0,gdp_contribution_to_growth_by_industry.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Administrative & Support Services,16465.5,gdp_current_prices_by_industry.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Public Administration & Defence,9682.0,gdp_current_prices_by_industry.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Administrative & Support Services,97.9,gdp_deflators_by_industry_annually.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Public Administration & Defence,94.8,gdp_deflators_by_industry_annually.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Administrative & Support Services,101.4,gdp_deflators_by_industry_quarterly.csv,2014-12-31
Admin & Support Services,Singapore / Total,2014,4,quarterly,      Public Administration & Defence,106.6,gdp_deflators_by_industry_quarterly.csv,2014-12-31
